CLOSE_x,CLOSE_y,HIGH_x,HIGH_y,LOW_x,LOW_y,OPEN_x,OPEN_y,VOLUME_x,VOLUME_y,date,lo_hi%_x,lo_hi%_y,op_cl%_x,op_cl%_y,ticker,time_x,time_y,volume_change,volume_change_perc,week_day_x,week_day_y
3.81,3.76,3.81,3.8,3.81,3.76,3.81,3.8,514,390,2015-08-31,0.0,0.0106382978723,0.0,-0.0105263157895,CBLI,9.3,10.0,-124,-0.241245136187,0,0
1.46,1.59,1.46,1.59,1.46,1.4601,1.46,1.58,100,2200,2015-06-22,0.0,0.0889665091432,0.0,0.00632911392405,CBMX,9.3,10.0,2100,21.0,0,0
1.6,1.61,1.6,1.61,1.6,1.61,1.6,1.61,750,1600,2015-06-29,0.0,0.0,0.0,0.0,CBMX,9.3,10.0,850,1.13333333333,0,0
1.7,1.7,1.7,1.73,1.7,1.7,1.7,1.73,1033,1200,2015-07-06,0.0,0.0176470588235,0.0,-0.0173410404624,CBMX,9.3,10.0,167,0.161665053243,0,0
1.7,1.69,1.7,1.7,1.7,1.69,1.7,1.7,570,200,2015-07-08,0.0,0.00591715976331,0.0,-0.00588235294118,CBMX,9.3,10.0,-370,-0.649122807018,2,2
1.62,1.69,1.62,1.69,1.62,1.67,1.62,1.67,200,200,2015-07-10,0.0,0.0119760479042,0.0,0.0119760479042,CBMX,9.3,10.0,0,0.0,4,4
1.67,1.69,1.67,1.7,1.67,1.69,1.67,1.7,353,2800,2015-07-13,0.0,0.00591715976331,0.0,-0.00588235294118,CBMX,9.3,10.0,2447,6.93201133144,0,0
1.49,1.4799,1.49,1.48,1.49,1.47,1.49,1.48,2000,4150,2015-07-31,0.0,0.00680272108844,0.0,-6.75675675675e-05,CBMX,9.3,10.0,2150,1.075,4,4
1.44,1.5199,1.44,1.54,1.44,1.5,1.44,1.508,100,12924,2015-08-05,0.0,0.0266666666667,0.0,0.00789124668435,CBMX,9.3,10.0,12824,128.24,2,2
1.31,1.43,1.31,1.45,1.31,1.43,1.31,1.43,179,2600,2015-08-18,0.0,0.013986013986,0.0,0.0,CBMX,9.3,10.0,2421,13.5251396648,1,1
1.12,1.13,1.12,1.1333,1.12,1.1201,1.12,1.1201,2816,3525,2015-08-21,0.0,0.0117846620837,0.0,0.00883849656281,CBMX,9.3,10.0,709,0.251775568182,4,4
1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1052,2500,2015-08-24,0.0,0.0,0.0,0.0,CBMX,9.3,10.0,1448,1.37642585551,0,0
1.11,1.13,1.11,1.2,1.11,1.13,1.11,1.152,3000,11100,2015-08-25,0.0,0.0619469026549,0.0,-0.0190972222222,CBMX,9.3,10.0,8100,2.7,1,1
1.09,1.2063,1.09,1.2063,1.09,1.2063,1.09,1.2063,5000,100,2015-08-26,0.0,0.0,0.0,0.0,CBMX,9.3,10.0,-4900,-0.98,2,2
1.03,1.1288,1.03,1.1288,1.03,1.0984,1.03,1.0984,110,1032,2015-08-27,0.0,0.027676620539,0.0,0.027676620539,CBMX,9.3,10.0,922,8.38181818182,3,3
7.56,7.5,7.58,7.63,7.56,7.5,7.58,7.57,13907,22570,2015-06-22,0.0026455026455,0.0173333333333,-0.00263852242744,-0.00924702774108,CGEN,9.3,10.0,8663,0.622923707485,0,0
7.45,7.49,7.47,7.52,7.45,7.46,7.47,7.46,790,10888,2015-06-23,0.00268456375839,0.00804289544236,-0.00267737617135,0.00402144772118,CGEN,9.3,10.0,10098,12.782278481,1,1
7.42,7.45,7.42,7.48,7.42,7.4,7.42,7.4,6700,20379,2015-06-24,0.0,0.0108108108108,0.0,0.00675675675676,CGEN,9.3,10.0,13679,2.04164179104,2,2
7.49,7.4328,7.49,7.49,7.49,7.41,7.49,7.46,1100,5302,2015-06-25,0.0,0.0107962213225,0.0,-0.00364611260054,CGEN,9.3,10.0,4202,3.82,3,3
7.3,7.25,7.3,7.258,7.3,7.22,7.3,7.258,100,7600,2015-06-26,0.0,0.00526315789474,0.0,-0.00110223201984,CGEN,9.3,10.0,7500,75.0,4,4
6.97,7.02,6.97,7.05,6.97,6.92,6.97,6.92,3314,14203,2015-06-29,0.0,0.0187861271676,0.0,0.014450867052,CGEN,9.3,10.0,10889,3.28575739288,0,0
7.01,6.97,7.01,7.04,7.01,6.94,7.01,7.04,246,7650,2015-07-01,0.0,0.014409221902,0.0,-0.00994318181818,CGEN,9.3,10.0,7404,30.0975609756,2,2
6.87,6.73,6.87,6.938,6.87,6.73,6.87,6.87,842,17533,2015-07-02,0.0,0.0309063893016,0.0,-0.0203784570597,CGEN,9.3,10.0,16691,19.82304038,3,3
6.65,6.63,6.65,6.65,6.65,6.57,6.65,6.65,932,8688,2015-07-06,0.0,0.0121765601218,0.0,-0.00300751879699,CGEN,9.3,10.0,7756,8.32188841202,0,0
6.72,6.695,6.72,6.75,6.72,6.69,6.72,6.72,993,6796,2015-07-07,0.0,0.00896860986547,0.0,-0.00372023809524,CGEN,9.3,10.0,5803,5.84390735146,1,1
6.58,6.5499,6.58,6.6,6.58,6.52,6.58,6.6,5143,28797,2015-07-08,0.0,0.0122699386503,0.0,-0.00759090909091,CGEN,9.3,10.0,23654,4.59926113164,2,2
6.56,6.56,6.56,6.61,6.56,6.55,6.56,6.6,828,16985,2015-07-09,0.0,0.00916030534351,0.0,-0.00606060606061,CGEN,9.3,10.0,16157,19.5132850242,3,3
6.6,6.69,6.6,6.69,6.6,6.58,6.6,6.58,111,9140,2015-07-10,0.0,0.016717325228,0.0,0.016717325228,CGEN,9.3,10.0,9029,81.3423423423,4,4
6.78,6.89,6.78,6.89,6.78,6.74,6.78,6.77,3613,29533,2015-07-13,0.0,0.0222551928783,0.0,0.0177252584934,CGEN,9.3,10.0,25920,7.17409355107,0,0
6.74,6.8247,6.74,6.85,6.74,6.7699,6.74,6.7699,494,6061,2015-07-14,0.0,0.0118317848122,0.0,0.0080946542785,CGEN,9.3,10.0,5567,11.2692307692,1,1
6.77,6.91,6.8,6.92,6.77,6.76,6.8,6.77,2905,16991,2015-07-15,0.00443131462334,0.0236686390533,-0.00441176470588,0.0206794682422,CGEN,9.3,10.0,14086,4.84888123924,2,2
6.98,7.01,6.98,7.07,6.98,6.95,6.98,7.01,3618,37388,2015-07-16,0.0,0.0172661870504,0.0,0.0,CGEN,9.3,10.0,33770,9.33388612493,3,3
7.28,7.29,7.28,7.35,7.28,7.16,7.28,7.17,3146,25320,2015-07-17,0.0,0.0265363128492,0.0,0.0167364016736,CGEN,9.3,10.0,22174,7.04831532104,4,4
7.35,7.231,7.35,7.31,7.35,7.231,7.35,7.31,4052,8587,2015-07-20,0.0,0.0109251832388,0.0,-0.0108071135431,CGEN,9.3,10.0,4535,1.11920039487,0,0
7.1,7.05,7.1,7.08,7.1,7.02,7.1,7.06,2034,3546,2015-07-21,0.0,0.00854700854701,0.0,-0.0014164305949,CGEN,9.3,10.0,1512,0.743362831858,1,1
6.69,6.66,6.69,6.74,6.69,6.64,6.69,6.74,8555,12404,2015-07-22,0.0,0.0150602409639,0.0,-0.0118694362018,CGEN,9.3,10.0,3849,0.44991233197,2,2
6.66,6.72,6.66,6.75,6.66,6.63,6.66,6.66,326,8898,2015-07-23,0.0,0.0180995475113,0.0,0.00900900900901,CGEN,9.3,10.0,8572,26.2944785276,3,3
6.38,6.33,6.4,6.435,6.38,6.2116,6.38,6.38,2722,11945,2015-07-24,0.00313479623824,0.0359649687681,0.0,-0.00783699059561,CGEN,9.3,10.0,9223,3.38831741367,4,4
6.37,6.34,6.37,6.4,6.34,6.31,6.34,6.37,1391,15735,2015-07-27,0.00473186119874,0.0142630744849,0.00473186119874,-0.00470957613815,CGEN,9.3,10.0,14344,10.3120057513,0,0
6.24,6.24,6.24,6.25,6.24,6.11,6.24,6.21,4196,10635,2015-07-28,0.0,0.0229132569558,0.0,0.0048309178744,CGEN,9.3,10.0,6439,1.53455672069,1,1
6.42,6.45,6.42,6.48,6.42,6.43,6.42,6.45,888,9366,2015-07-29,0.0,0.00777604976672,0.0,0.0,CGEN,9.3,10.0,8478,9.5472972973,2,2
6.21,6.08,6.21,6.26,6.21,6.08,6.21,6.26,414,7128,2015-07-30,0.0,0.0296052631579,0.0,-0.0287539936102,CGEN,9.3,10.0,6714,16.2173913043,3,3
6.28,6.24,6.28,6.25,6.28,6.19,6.28,6.22,623,3500,2015-07-31,0.0,0.00969305331179,0.0,0.0032154340836,CGEN,9.3,10.0,2877,4.61797752809,4,4
6.07,6.093,6.07,6.14,6.07,6.09,6.07,6.11,941,3582,2015-08-03,0.0,0.00821018062397,0.0,-0.00278232405892,CGEN,9.3,10.0,2641,2.80658873539,0,0
5.99,5.95,5.99,5.99,5.99,5.93,5.99,5.94,5000,4200,2015-08-04,0.0,0.0101180438449,0.0,0.0016835016835,CGEN,9.3,10.0,-800,-0.16,1,1
6.0,6.09,6.0,6.09,6.0,6.01,6.0,6.015,5821,15324,2015-08-05,0.0,0.0133111480865,0.0,0.0124688279302,CGEN,9.3,10.0,9503,1.63253736471,2,2
6.06,5.954,6.06,6.05,6.06,5.91,6.06,6.04,1237,11805,2015-08-06,0.0,0.0236886632826,0.0,-0.014238410596,CGEN,9.3,10.0,10568,8.5432497979,3,3
5.88,5.78,5.88,5.85,5.88,5.63,5.88,5.85,4925,17902,2015-08-07,0.0,0.0390763765542,0.0,-0.0119658119658,CGEN,9.3,10.0,12977,2.63492385787,4,4
5.85,5.78,5.85,5.85,5.85,5.75,5.85,5.8201,5650,16292,2015-08-10,0.0,0.0173913043478,0.0,-0.00688991598083,CGEN,9.3,10.0,10642,1.88353982301,0,0
5.77,5.7783,5.77,5.82,5.77,5.74,5.77,5.77,1280,10614,2015-08-11,0.0,0.01393728223,0.0,0.00143847487002,CGEN,9.3,10.0,9334,7.2921875,1,1
5.75,5.83,5.75,5.85,5.75,5.75,5.75,5.75,510,31533,2015-08-12,0.0,0.0173913043478,0.0,0.0139130434783,CGEN,9.3,10.0,31023,60.8294117647,2,2
6.05,5.9312,6.05,6.07,6.05,5.9312,6.05,6.0413,702,7859,2015-08-13,0.0,0.0234016725115,0.0,-0.0182245543178,CGEN,9.3,10.0,7157,10.1951566952,3,3
5.83,5.8,5.83,5.84,5.83,5.72,5.83,5.84,521,18722,2015-08-14,0.0,0.020979020979,0.0,-0.00684931506849,CGEN,9.3,10.0,18201,34.9347408829,4,4
5.8,5.69,5.8,5.81,5.8,5.67,5.8,5.81,310,19772,2015-08-17,0.0,0.0246913580247,0.0,-0.0206540447504,CGEN,9.3,10.0,19462,62.7806451613,0,0
5.67,5.6915,5.67,5.71,5.67,5.67,5.67,5.67,297,6671,2015-08-18,0.0,0.00705467372134,0.0,0.00379188712522,CGEN,9.3,10.0,6374,21.4612794613,1,1
5.74,5.66,5.74,5.7394,5.74,5.66,5.74,5.7294,451,6202,2015-08-19,0.0,0.0140282685512,0.0,-0.0121129612176,CGEN,9.3,10.0,5751,12.7516629712,2,2
5.47,5.53,5.47,5.55,5.47,5.47,5.47,5.51,3900,6488,2015-08-20,0.0,0.0146252285192,0.0,0.00362976406534,CGEN,9.3,10.0,2588,0.66358974359,3,3
5.05,5.17,5.05,5.18,5.05,4.98,5.05,5.03,1793,24199,2015-08-21,0.0,0.0401606425703,0.0,0.0278330019881,CGEN,9.3,10.0,22406,12.4963747909,4,4
4.9,4.69,4.97,4.913,4.9,4.66,4.97,4.913,5580,75429,2015-08-24,0.0142857142857,0.0542918454936,-0.0140845070423,-0.0453897822105,CGEN,9.3,10.0,69849,12.5177419355,0,0
5.04,4.99,5.04,5.09,5.04,4.97,5.04,5.01,2968,35806,2015-08-25,0.0,0.0241448692153,0.0,-0.00399201596806,CGEN,9.3,10.0,32838,11.0640161725,1,1
4.96,4.8308,4.96,5.06,4.96,4.8308,4.96,4.99,315,9278,2015-08-26,0.0,0.0474455576716,0.0,-0.0319038076152,CGEN,9.3,10.0,8963,28.453968254,2,2
4.97,4.91,4.97,4.97,4.97,4.87,4.97,4.9301,2100,30591,2015-08-27,0.0,0.0205338809035,0.0,-0.00407699640981,CGEN,9.3,10.0,28491,13.5671428571,3,3
4.87,4.93,4.87,4.93,4.87,4.84,4.87,4.84,531,4170,2015-08-28,0.0,0.0185950413223,0.0,0.0185950413223,CGEN,9.3,10.0,3639,6.85310734463,4,4
5.06,5.16,5.13,5.21,5.06,5.09,5.13,5.11,6466,21410,2015-08-31,0.0138339920949,0.0235756385069,-0.0136452241715,0.00978473581213,CGEN,9.3,10.0,14944,2.3111660996,0,0
2.24,2.28,2.24,2.28,2.24,2.22,2.24,2.22,8691,166610,2015-06-22,0.0,0.027027027027,0.0,0.027027027027,CLDN,9.3,10.0,157919,18.1704061673,0,0
2.31,2.34,2.31,2.38,2.31,2.31,2.31,2.31,4521,102648,2015-06-23,0.0,0.030303030303,0.0,0.012987012987,CLDN,9.3,10.0,98127,21.704711347,1,1
2.24,2.28,2.24,2.28,2.24,2.23,2.24,2.27,4012,33304,2015-06-24,0.0,0.0224215246637,0.0,0.00440528634361,CLDN,9.3,10.0,29292,7.30109670987,2,2
2.25,2.23,2.25,2.24,2.25,2.22,2.25,2.2349,7935,32593,2015-06-25,0.0,0.00900900900901,0.0,-0.00219249183409,CLDN,9.3,10.0,24658,3.1074984247,3,3
1.265,1.31,1.27,1.33,1.26,1.24,1.27,1.25,137111,1946478,2015-06-26,0.00793650793651,0.0725806451613,-0.00393700787402,0.048,CLDN,9.3,10.0,1809367,13.1963664476,4,4
1.27,1.28,1.27,1.3,1.27,1.26,1.27,1.27,28638,143725,2015-06-29,0.0,0.031746031746,0.0,0.00787401574803,CLDN,9.3,10.0,115087,4.01868147217,0,0
1.28,1.28,1.28,1.3,1.28,1.27,1.28,1.28,8305,65832,2015-06-30,0.0,0.0236220472441,0.0,0.0,CLDN,9.3,10.0,57527,6.9267910897,1,1
1.28,1.28,1.28,1.3,1.26,1.26,1.26,1.29,4670,76623,2015-07-01,0.015873015873,0.031746031746,0.015873015873,-0.0077519379845,CLDN,9.3,10.0,71953,15.4074946467,2,2
1.27,1.265,1.27,1.28,1.27,1.24,1.27,1.28,3010,77970,2015-07-02,0.0,0.0322580645161,0.0,-0.01171875,CLDN,9.3,10.0,74960,24.903654485,3,3
1.24,1.25,1.24,1.25,1.24,1.22,1.24,1.25,8334,180280,2015-07-06,0.0,0.0245901639344,0.0,0.0,CLDN,9.3,10.0,171946,20.6318694504,0,0
1.28,1.29,1.29,1.29,1.28,1.26,1.29,1.28,8147,84616,2015-07-07,0.0078125,0.0238095238095,-0.0077519379845,0.0078125,CLDN,9.3,10.0,76469,9.38615441267,1,1
1.25,1.28,1.25,1.28,1.25,1.26,1.25,1.2649,4347,66781,2015-07-08,0.0,0.015873015873,0.0,0.0119377025852,CLDN,9.3,10.0,62434,14.3625488843,2,2
1.3,1.28,1.3,1.3,1.3,1.27,1.3,1.3,3141,9907,2015-07-09,0.0,0.0236220472441,0.0,-0.0153846153846,CLDN,9.3,10.0,6766,2.1540910538,3,3
1.28,1.24,1.28,1.26,1.28,1.24,1.28,1.26,2450,25272,2015-07-10,0.0,0.0161290322581,0.0,-0.015873015873,CLDN,9.3,10.0,22822,9.31510204082,4,4
1.26,1.25,1.26,1.28,1.26,1.25,1.26,1.27,1859,52801,2015-07-13,0.0,0.024,0.0,-0.0157480314961,CLDN,9.3,10.0,50942,27.4029047875,0,0
1.26,1.265,1.26,1.28,1.26,1.24,1.26,1.25,7510,17309,2015-07-14,0.0,0.0322580645161,0.0,0.012,CLDN,9.3,10.0,9799,1.30479360852,1,1
1.25,1.26,1.25,1.27,1.25,1.25,1.25,1.255,1219,31147,2015-07-15,0.0,0.016,0.0,0.00398406374502,CLDN,9.3,10.0,29928,24.551271534,2,2
1.24,1.25,1.24,1.26,1.24,1.24,1.24,1.24,4905,7565,2015-07-16,0.0,0.0161290322581,0.0,0.00806451612903,CLDN,9.3,10.0,2660,0.542303771662,3,3
1.24,1.24,1.24,1.25,1.24,1.24,1.24,1.24,4811,49770,2015-07-17,0.0,0.00806451612903,0.0,0.0,CLDN,9.3,10.0,44959,9.34504261068,4,4
1.24,1.241,1.24,1.25,1.24,1.24,1.24,1.2499,8943,31449,2015-07-20,0.0,0.00806451612903,0.0,-0.00712056964557,CLDN,9.3,10.0,22506,2.51660516605,0,0
1.24,1.24,1.24,1.249,1.24,1.24,1.24,1.24,366,41893,2015-07-21,0.0,0.00725806451613,0.0,0.0,CLDN,9.3,10.0,41527,113.461748634,1,1
1.25,1.25,1.25,1.26,1.25,1.25,1.25,1.2501,11538,7768,2015-07-22,0.0,0.008,0.0,-7.99936005119e-05,CLDN,9.3,10.0,-3770,-0.326746403189,2,2
1.26,1.26,1.26,1.27,1.26,1.25,1.26,1.26,633,19847,2015-07-23,0.0,0.016,0.0,0.0,CLDN,9.3,10.0,19214,30.3538704581,3,3
1.25,1.255,1.25,1.27,1.25,1.255,1.25,1.26,5865,13939,2015-07-24,0.0,0.0119521912351,0.0,-0.00396825396825,CLDN,9.3,10.0,8074,1.37664109122,4,4
1.25,1.25,1.25,1.2521,1.25,1.25,1.25,1.25,8823,24087,2015-07-27,0.0,0.00168,0.0,0.0,CLDN,9.3,10.0,15264,1.73002380143,0,0
1.24,1.245,1.24,1.25,1.24,1.24,1.24,1.25,7268,39900,2015-07-28,0.0,0.00806451612903,0.0,-0.004,CLDN,9.3,10.0,32632,4.48981838195,1,1
1.24,1.26,1.24,1.26,1.24,1.24,1.24,1.24,7153,26949,2015-07-29,0.0,0.0161290322581,0.0,0.0161290322581,CLDN,9.3,10.0,19796,2.76751013561,2,2
1.25,1.2435,1.25,1.26,1.25,1.24,1.25,1.25,257,10869,2015-07-30,0.0,0.0161290322581,0.0,-0.0052,CLDN,9.3,10.0,10612,41.2918287938,3,3
1.24,1.2301,1.24,1.24,1.24,1.18,1.24,1.24,521,118790,2015-07-31,0.0,0.0508474576271,0.0,-0.00798387096774,CLDN,9.3,10.0,118269,227.003838772,4,4
1.2,1.19,1.2,1.1979,1.2,1.1705,1.2,1.19,1827,10644,2015-08-03,0.0,0.0234087996583,0.0,0.0,CLDN,9.3,10.0,8817,4.82594417077,0,0
1.2,1.225,1.2,1.2311,1.2,1.2,1.2,1.2,2103,6000,2015-08-04,0.0,0.0259166666667,0.0,0.0208333333333,CLDN,9.3,10.0,3897,1.85306704708,1,1
1.23,1.21,1.23,1.23,1.23,1.21,1.23,1.23,343,5481,2015-08-05,0.0,0.0165289256198,0.0,-0.0162601626016,CLDN,9.3,10.0,5138,14.9795918367,2,2
1.2,1.15,1.2,1.2,1.2,1.15,1.2,1.2,3130,321389,2015-08-06,0.0,0.0434782608696,0.0,-0.0416666666667,CLDN,9.3,10.0,318259,101.680191693,3,3
1.13,1.12,1.13,1.15,1.13,1.12,1.13,1.13,900,40406,2015-08-07,0.0,0.0267857142857,0.0,-0.00884955752212,CLDN,9.3,10.0,39506,43.8955555556,4,4
1.11,1.1499,1.11,1.15,1.11,1.11,1.11,1.14,2219,18060,2015-08-10,0.0,0.036036036036,0.0,0.00868421052632,CLDN,9.3,10.0,15841,7.13880126183,0,0
1.15,1.145,1.15,1.156,1.15,1.14,1.15,1.14,1243,20247,2015-08-11,0.0,0.0140350877193,0.0,0.00438596491228,CLDN,9.3,10.0,19004,15.2888173773,1,1
1.03,1.095,1.04,1.1,1.03,1.03,1.04,1.04,212108,158059,2015-08-12,0.00970873786408,0.0679611650485,-0.00961538461538,0.0528846153846,CLDN,9.3,10.0,-54049,-0.254818300111,2,2
1.07,1.05,1.07,1.07,1.07,1.0401,1.07,1.0405,1465,34582,2015-08-13,0.0,0.0287472358427,0.0,0.00913022585296,CLDN,9.3,10.0,33117,22.6054607509,3,3
1.05,1.07,1.05,1.07,1.05,1.05,1.05,1.05,12609,22833,2015-08-14,0.0,0.0190476190476,0.0,0.0190476190476,CLDN,9.3,10.0,10224,0.810849393291,4,4
1.05,1.06,1.05,1.0601,1.05,1.04,1.05,1.04,1801,21400,2015-08-17,0.0,0.0193269230769,0.0,0.0192307692308,CLDN,9.3,10.0,19599,10.882287618,0,0
1.07,1.0899,1.07,1.09,1.04,1.07,1.04,1.08,2909,7564,2015-08-18,0.0288461538462,0.018691588785,0.0288461538462,0.00916666666667,CLDN,9.3,10.0,4655,1.60020625645,1,1
1.05,1.07,1.05,1.07,1.05,1.05,1.05,1.07,1008,16338,2015-08-19,0.0,0.0190476190476,0.0,0.0,CLDN,9.3,10.0,15330,15.2083333333,2,2
1.04,1.0601,1.04,1.08,1.04,1.04,1.04,1.04,558,17430,2015-08-20,0.0,0.0384615384615,0.0,0.0193269230769,CLDN,9.3,10.0,16872,30.2365591398,3,3
1.03,1.05,1.03,1.06,1.03,1.03,1.03,1.03,4415,32230,2015-08-21,0.0,0.0291262135922,0.0,0.0194174757282,CLDN,9.3,10.0,27815,6.30011325028,4,4
1.03,1.01,1.03,1.02,1.01,1.0,1.01,1.01,10700,65328,2015-08-24,0.019801980198,0.02,0.019801980198,0.0,CLDN,9.3,10.0,54628,5.10542056075,0,0
1.02,1.0201,1.02,1.0201,1.02,1.02,1.02,1.02,5802,24911,2015-08-25,0.0,9.80392156862e-05,0.0,9.80392156862e-05,CLDN,9.3,10.0,19109,3.29351947604,1,1
1.06,1.05,1.06,1.05,1.06,1.02,1.06,1.0301,2538,22538,2015-08-26,0.0,0.0294117647059,0.0,0.0193185127658,CLDN,9.3,10.0,20000,7.88022064618,2,2
1.05,1.05,1.05,1.06,1.05,1.05,1.05,1.06,1300,4523,2015-08-27,0.0,0.00952380952381,0.0,-0.00943396226415,CLDN,9.3,10.0,3223,2.47923076923,3,3
1.07,1.09,1.07,1.1,1.07,1.07,1.07,1.07,1521,47600,2015-08-28,0.0,0.0280373831776,0.0,0.018691588785,CLDN,9.3,10.0,46079,30.295200526,4,4
1.11,1.13,1.11,1.13,1.11,1.11,1.11,1.11,1030,2780,2015-08-31,0.0,0.018018018018,0.0,0.018018018018,CLDN,9.3,10.0,1750,1.69902912621,0,0
4.07,4.0549,4.07,4.1299,4.07,4.04,4.07,4.09,3696,94285,2015-06-22,0.0,0.0222524752475,0.0,-0.00858190709046,CPRX,9.3,10.0,90589,24.5100108225,0,0
4.05,4.04,4.05,4.11,4.05,4.03,4.05,4.05,2708,36387,2015-06-23,0.0,0.0198511166253,0.0,-0.00246913580247,CPRX,9.3,10.0,33679,12.4368537666,1,1
4.26,4.4101,4.31,4.49,4.26,4.16,4.31,4.26,66765,1221253,2015-06-24,0.0117370892019,0.0793269230769,-0.0116009280742,0.035234741784,CPRX,9.3,10.0,1154488,17.2918145735,2,2
4.17,4.255,4.17,4.26,4.17,4.1,4.17,4.16,13219,307198,2015-06-25,0.0,0.0390243902439,0.0,0.0228365384615,CPRX,9.3,10.0,293979,22.2391255012,3,3
4.3,4.31,4.3,4.37,4.3,4.26,4.3,4.28,13752,112914,2015-06-26,0.0,0.0258215962441,0.0,0.00700934579439,CPRX,9.3,10.0,99162,7.21073298429,4,4
4.22,4.12,4.22,4.23,4.22,4.05,4.22,4.23,10515,162057,2015-06-29,0.0,0.0444444444444,0.0,-0.0260047281324,CPRX,9.3,10.0,151542,14.4119828816,0,0
4.19,4.16,4.19,4.312,4.19,4.11,4.19,4.15,7910,144880,2015-07-01,0.0,0.0491484184915,0.0,0.00240963855422,CPRX,9.3,10.0,136970,17.3160556258,2,2
4.3,4.24,4.3,4.3,4.3,4.1699,4.3,4.28,8506,95902,2015-07-02,0.0,0.0311997889638,0.0,-0.00934579439252,CPRX,9.3,10.0,87396,10.2746296732,3,3
4.35,4.4547,4.35,4.46,4.35,4.24,4.35,4.34,6141,218658,2015-07-06,0.0,0.0518867924528,0.0,0.0264285714286,CPRX,9.3,10.0,212517,34.6062530532,0,0
4.47,4.48,4.47,4.52,4.47,4.33,4.47,4.5,4872,116626,2015-07-07,0.0,0.0438799076212,0.0,-0.00444444444444,CPRX,9.3,10.0,111754,22.9380131363,1,1
4.7,4.64,4.7,4.7,4.7,4.6,4.7,4.7,13880,102141,2015-07-08,0.0,0.0217391304348,0.0,-0.0127659574468,CPRX,9.3,10.0,88261,6.35886167147,2,2
4.5501,4.54,4.56,4.7,4.5501,4.53,4.56,4.7,6927,102235,2015-07-09,0.00217577635656,0.037527593819,-0.00217105263158,-0.0340425531915,CPRX,9.3,10.0,95308,13.758914393,3,3
4.74,4.75,4.74,4.76,4.74,4.69,4.74,4.7353,5870,135375,2015-07-10,0.0,0.0149253731343,0.0,0.00310434396976,CPRX,9.3,10.0,129505,22.0621805792,4,4
4.92,5.08,4.92,5.1,4.92,4.8801,4.92,4.9202,6398,144044,2015-07-13,0.0,0.0450605520379,0.0,0.0324783545384,CPRX,9.3,10.0,137646,21.5139105971,0,0
5.06,5.08,5.06,5.09,5.06,5.0018,5.06,5.056,6372,31421,2015-07-14,0.0,0.0176336518853,0.0,0.00474683544304,CPRX,9.3,10.0,25049,3.93110483365,1,1
5.19,5.23,5.19,5.25,5.19,5.12,5.19,5.18,8599,63027,2015-07-15,0.0,0.025390625,0.0,0.00965250965251,CPRX,9.3,10.0,54428,6.32957320619,2,2
5.08,5.14,5.08,5.18,5.08,5.09,5.08,5.12,6608,49804,2015-07-16,0.0,0.0176817288802,0.0,0.00390625,CPRX,9.3,10.0,43196,6.53692493947,3,3
5.21,5.34,5.21,5.35,5.21,5.2084,5.21,5.25,4567,53208,2015-07-20,0.0,0.0271868520083,0.0,0.0171428571429,CPRX,9.3,10.0,48641,10.6505364572,0,0
5.69,5.61,5.69,5.8,5.69,5.58,5.69,5.6781,8371,336251,2015-07-21,0.0,0.0394265232975,0.0,-0.0119934485127,CPRX,9.3,10.0,327880,39.1685581173,1,1
5.23,5.36,5.23,5.39,5.23,5.21,5.23,5.26,6477,115439,2015-07-22,0.0,0.0345489443378,0.0,0.0190114068441,CPRX,9.3,10.0,108962,16.8229118419,2,2
5.78,5.67,5.78,5.8,5.78,5.65,5.78,5.8,8789,94020,2015-07-23,0.0,0.0265486725664,0.0,-0.0224137931034,CPRX,9.3,10.0,85231,9.69746273751,3,3
5.4,5.3616,5.4,5.45,5.39,5.3,5.39,5.39,10784,127799,2015-07-24,0.00185528756957,0.0283018867925,0.00185528756957,-0.00526901669759,CPRX,9.3,10.0,117015,10.8507974777,4,4
5.26,5.12,5.26,5.28,5.26,5.1,5.26,5.26,8307,89218,2015-07-27,0.0,0.0352941176471,0.0,-0.0266159695817,CPRX,9.3,10.0,80911,9.74009871193,0,0
5.22,5.11,5.22,5.22,5.22,5.03,5.22,5.17,5473,60613,2015-07-28,0.0,0.037773359841,0.0,-0.0116054158607,CPRX,9.3,10.0,55140,10.0749132103,1,1
5.21,5.15,5.21,5.28,5.21,5.1,5.21,5.27,5474,42384,2015-07-29,0.0,0.0352941176471,0.0,-0.022770398482,CPRX,9.3,10.0,36910,6.74278407015,2,2
4.92,4.73,4.92,4.92,4.92,4.71,4.92,4.92,6130,138962,2015-07-30,0.0,0.0445859872611,0.0,-0.0386178861789,CPRX,9.3,10.0,132832,21.6691680261,3,3
4.81,4.95,4.81,4.95,4.81,4.8,4.81,4.8,17049,39869,2015-07-31,0.0,0.03125,0.0,0.03125,CPRX,9.3,10.0,22820,1.33849492639,4,4
4.96,5.05,4.96,5.06,4.96,4.92,4.96,4.985,2038,48389,2015-08-03,0.0,0.0284552845528,0.0,0.0130391173521,CPRX,9.3,10.0,46351,22.7433758587,0,0
4.92,4.92,4.92,4.92,4.92,4.85,4.92,4.9,947,9042,2015-08-04,0.0,0.0144329896907,0.0,0.00408163265306,CPRX,9.3,10.0,8095,8.54804646251,1,1
